순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,최재훈,hanhwa,포수,74,515.2,0.491,5.3
2,이원석,hanhwa,중견수,37,193.0,0.367,3.96
3,이도윤,hanhwa,유격수,70,506.1,0.357,3.85
4,최인호,hanhwa,좌익수,60,383.2,0.298,3.21
5,이재원,hanhwa,포수,41,211.2,0.209,2.25
6,김강민,hanhwa,중견수,31,153.1,0.203,2.18
7,이진영,hanhwa,중견수,19,109.0,0.2,2.16
8,장진혁,hanhwa,우익수,14,45.1,0.174,1.87
9,임종찬,hanhwa,우익수,13,33.0,0.14,1.51
10,박상언,hanhwa,포수,26,113.0,0.133,1.44
11,안치홍,hanhwa,2루수,8,63.0,0.101,1.09
12,황영묵,hanhwa,2루수,43,311.2,0.1,1.08
13,이원석,hanhwa,좌익수,3,13.0,0.077,0.83
14,정은원,hanhwa,좌익수,10,70.0,0.063,0.68
15,문현빈,hanhwa,3루수,3,20.0,0.057,0.61
16,페라자,hanhwa,중견수,1,2.0,0.052,0.56
17,이도윤,hanhwa,2루수,19,82.0,0.033,0.36
18,유로결,hanhwa,우익수,1,2.0,0.028,0.31
19,정은원,hanhwa,중견수,6,46.0,0.003,0.03
19,장진혁,hanhwa,중견수,30,208.0,0.003,0.03
21,정은원,hanhwa,2루수,4,31.0,-0.003,-0.03
21,문현빈,hanhwa,유격수,1,2.0,-0.003,-0.03
23,유로결,hanhwa,중견수,2,18.0,-0.011,-0.12
24,이상혁,hanhwa,중견수,2,6.0,-0.02,-0.21
25,유로결,hanhwa,좌익수,2,11.0,-0.038,-0.41
26,채은성,hanhwa,우익수,23,181.0,-0.046,-0.5
27,황영묵,hanhwa,유격수,34,206.0,-0.062,-0.67
28,하주석,hanhwa,유격수,22,127.0,-0.082,-0.89
29,김인환,hanhwa,1루수,1,6.0,-0.089,-0.96
30,장진혁,hanhwa,좌익수,17,81.0,-0.09,-0.98
31,하주석,hanhwa,3루수,8,52.1,-0.101,-1.09
32,이진영,hanhwa,우익수,6,18.0,-0.106,-1.15
33,김인환,hanhwa,좌익수,3,20.0,-0.107,-1.16
34,이원석,hanhwa,우익수,9,27.0,-0.171,-1.84
35,페라자,hanhwa,우익수,38,303.0,-0.181,-1.95
36,김태연,hanhwa,2루수,6,30.2,-0.216,-2.33
37,노시환,hanhwa,3루수,87,765.0,-0.24,-2.59
38,임종찬,hanhwa,중견수,16,105.0,-0.243,-2.62
39,김태연,hanhwa,우익수,29,226.0,-0.301,-3.25
40,페라자,hanhwa,좌익수,41,259.2,-0.405,-4.37
41,문현빈,hanhwa,2루수,48,323.0,-0.458,-4.94
42,채은성,hanhwa,1루수,33,269.0,-0.467,-5.04
43,김태연,hanhwa,1루수,41,283.1,-0.655,-7.07
44,안치홍,hanhwa,1루수,34,283.0,-0.685,-7.39
55,이상혁,hanhwa,우익수,5,6.0,nan,nan
55,박상원,hanhwa,투수,35,34.2,nan,nan
55,이명기,hanhwa,좌익수,1,1.0,nan,nan
55,이상혁,hanhwa,좌익수,1,2.0,nan,nan
55,주현상,hanhwa,투수,40,48.1,nan,nan
55,이도윤,hanhwa,3루수,1,1.0,nan,nan
55,김서현,hanhwa,투수,13,14.0,nan,nan
55,황영묵,hanhwa,3루수,3,3.0,nan,nan
55,이명기,hanhwa,중견수,1,1.0,nan,nan
55,장규현,hanhwa,포수,1,1.0,nan,nan
