순위,선수명,팀명,타율,경기,타석,타수,득점,안타,2루타,3루타,홈런,루타,타점,희생번트,희생플라이,볼넷,고의4구,사구,삼진,병살타,장타율,출루율,출루율+장타율,멀티히트,득점권타율,대타타율
1,김태연,한화,0.311,81,305,264,40,82,17,0,11,132,46,3,2,33,0,3,54,4,0.500,0.391,0.891,22,0.281,0.0
2,황영묵,한화,0.306,77,256,235,35,72,7,3,3,94,28,2,1,15,0,3,34,4,0.400,0.354,0.754,19,0.319,0.0
3,안치홍,한화,0.301,94,400,356,52,107,14,0,10,151,48,0,3,36,0,5,57,5,0.424,0.370,0.794,34,0.292,0.0
4,페라자,한화,0.294,78,345,303,55,89,21,0,17,161,56,0,2,39,4,1,81,4,0.531,0.374,0.905,27,0.361,0.333
5,이재원,한화,0.293,42,92,82,4,24,2,0,0,26,9,1,2,5,1,2,13,2,0.317,0.341,0.658,5,0.348,0.0
6,박상언,한화,0.286,27,52,42,4,12,3,0,0,15,4,0,0,9,0,1,12,0,0.357,0.423,0.780,2,0.364,0.25
7,최재훈,한화,0.272,75,233,180,26,49,9,0,1,61,19,5,4,26,0,18,34,7,0.339,0.408,0.747,10,0.231,1.0
8,노시환,한화,0.270,88,395,355,58,96,13,1,18,165,61,0,0,34,7,6,84,5,0.465,0.344,0.809,23,0.295,0.0
9,최인호,한화,0.268,75,215,183,30,49,11,2,1,67,17,4,2,23,0,3,30,3,0.366,0.355,0.721,8,0.297,0.294
10,이도윤,한화,0.261,89,255,226,30,59,4,2,0,67,29,3,3,21,0,2,36,4,0.296,0.325,0.621,15,0.338,0.4
11,이원석,한화,0.253,54,112,99,15,25,3,1,0,30,9,1,1,11,0,0,24,3,0.303,0.324,0.627,6,0.25,0.0
12,문현빈,한화,0.250,70,196,176,21,44,8,2,4,68,24,1,1,17,0,1,41,7,0.386,0.318,0.704,9,0.259,0.263
13,채은성,한화,0.248,77,318,286,31,71,15,0,9,113,50,0,2,26,1,4,56,7,0.395,0.318,0.713,19,0.276,0.0
14,하주석,한화,0.235,37,91,81,5,19,4,0,0,23,4,2,0,7,0,1,25,0,0.284,0.303,0.587,3,0.231,0.2
15,장진혁,한화,0.234,51,159,137,32,32,5,0,4,49,19,3,1,16,0,2,41,2,0.358,0.321,0.679,6,0.256,0.0
16,김강민,한화,0.224,41,87,76,5,17,0,0,1,20,7,0,0,8,0,3,21,1,0.263,0.322,0.585,4,0.2,0.182
17,유로결,한화,0.214,8,16,14,3,3,0,0,0,3,1,0,0,2,0,0,2,1,0.214,0.313,0.527,0,0.167,0.0
18,김인환,한화,0.211,10,22,19,2,4,0,0,1,7,3,0,0,2,0,1,7,0,0.368,0.318,0.686,1,0.25,0.25
19,이상혁,한화,0.200,20,5,5,8,1,0,0,0,1,0,0,0,0,0,0,1,0,0.200,0.200,0.400,0,0.0,0.333
19,이진영,한화,0.200,23,63,55,9,11,4,0,0,15,8,0,0,6,0,2,18,1,0.273,0.302,0.575,3,0.294,0.5
21,정은원,한화,0.172,27,78,64,10,11,3,1,1,19,6,1,0,13,0,0,16,0,0.297,0.312,0.609,2,0.2,0.25
22,임종찬,한화,0.158,24,64,57,10,9,3,2,0,16,7,0,0,6,0,1,19,2,0.281,0.250,0.531,2,0.19,0.0
23,김서현,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,박상원,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,이명기,한화,0.000,4,8,7,0,0,0,0,0,0,1,1,0,0,0,0,3,0,0.000,0.000,0.000,0,0.0,0.0
23,장규현,한화,-,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
23,주현상,한화,-,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,0,0.0,0.0
