순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,박동원,LG,포수,81,615.2,1.384,14.92
2,홍창기,LG,우익수,86,702.1,0.859,9.27
3,구본혁,LG,3루수,35,121.0,0.794,8.56
4,오지환,LG,유격수,63,498.1,0.555,5.98
5,박해민,LG,중견수,96,758.1,0.444,4.79
6,구본혁,LG,2루수,22,123.1,0.327,3.53
7,안익훈,LG,중견수,5,24.0,0.24,2.59
8,문성주,LG,좌익수,59,428.0,0.233,2.51
9,최승민,LG,좌익수,12,20.0,0.204,2.21
10,김주성,LG,3루수,5,14.0,0.167,1.8
11,최원영,LG,중견수,3,6.0,0.123,1.33
12,안익훈,LG,좌익수,18,80.0,0.11,1.18
13,김민수,LG,3루수,2,5.0,0.1,1.08
14,김범석,LG,1루수,13,84.0,0.075,0.81
15,안익훈,LG,우익수,2,10.0,0.049,0.53
16,문성주,LG,우익수,24,132.0,0.036,0.39
17,문성주,LG,중견수,1,2.0,0.035,0.38
18,송찬의,LG,좌익수,1,9.0,0.025,0.27
19,김현종,LG,중견수,4,9.0,0.015,0.16
20,김현종,LG,우익수,1,3.0,0.011,0.12
21,신민재,LG,좌익수,1,2.1,0.009,0.1
22,정우영,LG,투수,17,14.2,0.0,0.0
22,백승현,LG,투수,24,18.0,0.0,0.0
24,김현종,LG,좌익수,4,5.0,-0.001,-0.01
24,김민수,LG,1루수,1,2.0,-0.001,-0.02
26,김성진,LG,1루수,3,3.0,-0.003,-0.03
27,함창건,LG,좌익수,2,15.0,-0.007,-0.07
28,김태우,LG,2루수,2,4.0,-0.016,-0.17
29,문보경,LG,1루수,32,73.0,-0.017,-0.18
30,김현수,LG,1루수,6,9.0,-0.026,-0.28
31,최원영,LG,좌익수,7,16.0,-0.035,-0.38
32,최명경,LG,3루수,1,6.0,-0.039,-0.42
33,김주성,LG,유격수,5,14.0,-0.07,-0.75
34,최원영,LG,우익수,4,9.0,-0.072,-0.78
35,김민수,LG,유격수,3,11.0,-0.087,-0.94
36,김범석,LG,포수,12,45.1,-0.09,-0.98
37,손호영,LG,3루수,1,3.0,-0.114,-1.23
38,홍창기,LG,중견수,12,61.0,-0.123,-1.33
39,신민재,LG,2루수,93,732.0,-0.124,-1.33
40,김성우,LG,포수,3,14.0,-0.135,-1.46
41,허도환,LG,포수,40,180.1,-0.211,-2.28
42,구본혁,LG,유격수,47,337.0,-0.312,-3.36
43,김현수,LG,좌익수,42,285.0,-0.551,-5.94
44,오스틴,LG,1루수,84,689.1,-0.638,-6.88
45,문보경,LG,3루수,92,709.1,-0.728,-7.85
58,김태우,LG,3루수,1,2.0,nan,nan
58,유영찬,LG,투수,44,47.1,nan,nan
58,김대현,LG,투수,33,33.0,nan,nan
58,전준호,LG,포수,3,5.0,nan,nan
58,진우영,LG,투수,6,7.2,nan,nan
58,최승민,LG,우익수,1,2.0,nan,nan
58,이지강,LG,투수,20,28.0,nan,nan
58,김유영,LG,투수,37,36.2,nan,nan
58,김대원,LG,2루수,1,1.0,nan,nan
58,김진성,LG,투수,47,44.0,nan,nan
58,함창건,LG,우익수,2,2.0,nan,nan
58,최동환,LG,투수,23,20.0,nan,nan
