순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
13,김현수,LG,0.000,1,0,0,0,0,0,0,0,1,0,9번
13,김현종,LG,0.000,1,0,0,0,0,0,0,0,0,0,9번
13,오지환,LG,0.000,1,0,0,0,0,0,0,0,0,0,9번
13,이영빈,LG,0.000,1,0,0,0,0,0,0,0,1,0,9번
13,정우영,LG,0.000,1,0,0,0,0,0,0,0,1,0,9번
1,김범석,LG,1.0,1,1,1,0,0,2,1,0,0,0,상위(1~2번)
2,김성진,LG,0.5,2,1,0,0,0,0,0,0,0,0,상위(1~2번)
3,최원영,LG,0.4,5,2,1,0,0,1,0,0,0,0,상위(1~2번)
4,김현수,LG,0.333,24,8,0,0,1,4,1,0,3,0,상위(1~2번)
5,홍창기,LG,0.314,338,106,6,3,4,48,63,9,60,7,상위(1~2번)
6,문성주,LG,0.311,167,52,8,2,0,30,36,1,20,3,상위(1~2번)
7,신민재,LG,0.304,23,7,1,0,0,0,3,0,4,0,상위(1~2번)
8,박해민,LG,0.277,173,48,2,3,1,21,16,2,33,2,상위(1~2번)
9,안익훈,LG,0.25,16,4,1,0,0,1,2,0,4,1,상위(1~2번)
9,최승민,LG,0.25,4,1,0,0,0,0,0,0,1,0,상위(1~2번)
11,오지환,LG,0.154,13,2,0,0,0,1,0,0,5,1,상위(1~2번)
12,구본혁,LG,0.0,4,0,0,0,0,1,0,0,0,0,상위(1~2번)
12,김대원,LG,0.0,1,0,0,0,0,0,0,0,1,0,상위(1~2번)
12,김현종,LG,0.0,4,0,0,0,0,0,0,1,1,0,상위(1~2번)
12,송찬의,LG,0.0,1,0,0,0,0,0,0,0,0,0,상위(1~2번)
1,홍창기,LG,1.000,1,1,0,0,0,1,0,0,0,0,중심(3~5번)
2,김현종,LG,0.667,3,2,0,0,0,0,0,0,1,0,중심(3~5번)
3,문성주,LG,0.526,19,10,2,0,0,3,3,0,1,0,중심(3~5번)
4,안익훈,LG,0.500,4,2,0,0,0,0,0,0,0,0,중심(3~5번)
5,박해민,LG,0.429,7,3,0,0,0,2,0,0,1,0,중심(3~5번)
6,구본혁,LG,0.333,9,3,0,0,1,5,0,0,1,0,중심(3~5번)
6,최원영,LG,0.333,6,2,0,0,0,1,0,1,1,0,중심(3~5번)
8,김범석,LG,0.313,64,20,3,0,2,10,1,1,23,1,중심(3~5번)
9,오스틴,LG,0.306,353,108,21,2,21,80,42,3,63,5,중심(3~5번)
10,문보경,LG,0.306,216,66,12,1,10,38,28,1,45,7,중심(3~5번)
11,김현수,LG,0.298,319,95,18,2,6,46,31,3,45,8,중심(3~5번)
12,오지환,LG,0.267,45,12,2,0,0,3,3,0,13,0,중심(3~5번)
13,박동원,LG,0.250,100,25,5,0,6,20,18,0,31,4,중심(3~5번)
14,허도환,LG,0.111,9,1,0,0,0,2,0,1,4,1,중심(3~5번)
15,김성진,LG,0.000,1,0,0,0,0,0,0,0,1,0,중심(3~5번)
15,김주성,LG,0.000,2,0,0,0,0,0,0,0,0,0,중심(3~5번)
15,김태우,LG,0.000,1,0,0,0,0,0,0,0,1,0,중심(3~5번)
15,백승현,LG,0.000,1,0,0,0,0,0,0,0,0,0,중심(3~5번)
15,송찬의,LG,0.000,3,0,0,0,0,0,0,0,2,0,중심(3~5번)
15,신민재,LG,0.000,2,0,0,0,0,0,0,0,0,0,중심(3~5번)
15,최승민,LG,0.000,2,0,0,0,0,0,0,0,0,0,중심(3~5번)
15,함창건,LG,-,0,0,0,0,0,0,1,0,0,0,중심(3~5번)
1,김대원,LG,0.5,2,1,0,0,0,0,0,0,0,0,하위(6~9번)
2,홍창기,LG,0.375,8,3,0,0,0,1,3,0,1,0,하위(6~9번)
3,최명경,LG,0.333,3,1,0,0,0,0,0,0,1,0,하위(6~9번)
4,박동원,LG,0.288,177,51,9,0,8,35,28,0,45,5,하위(6~9번)
5,문성주,LG,0.286,91,26,6,0,0,13,10,1,13,1,하위(6~9번)
6,신민재,LG,0.285,249,71,8,2,0,30,41,2,33,6,하위(6~9번)
7,구본혁,LG,0.269,219,59,10,0,1,29,24,1,33,5,하위(6~9번)
8,오지환,LG,0.265,147,39,15,1,3,22,26,3,49,3,하위(6~9번)
9,김주성,LG,0.25,4,1,0,0,0,0,3,0,0,0,하위(6~9번)
10,문보경,LG,0.246,118,29,7,1,3,17,17,0,26,2,하위(6~9번)
11,박해민,LG,0.237,152,36,6,2,2,17,13,5,36,0,하위(6~9번)
12,김범석,LG,0.231,65,15,0,0,4,11,10,1,18,2,하위(6~9번)
13,김현수,LG,0.2,10,2,1,0,0,0,1,0,4,0,하위(6~9번)
13,김현종,LG,0.2,5,1,1,0,0,2,0,0,1,0,하위(6~9번)
15,허도환,LG,0.176,51,9,2,0,0,7,5,6,19,1,하위(6~9번)
16,김민수,LG,0.125,8,1,0,0,0,0,1,0,3,1,하위(6~9번)
17,함창건,LG,0.1,10,1,0,0,0,0,1,0,1,1,하위(6~9번)
18,안익훈,LG,0.095,21,2,0,0,0,2,2,0,7,1,하위(6~9번)
19,김성우,LG,0.0,5,0,0,0,0,0,0,0,4,0,하위(6~9번)
19,김성진,LG,0.0,4,0,0,0,0,0,1,0,2,0,하위(6~9번)
19,김태우,LG,0.0,2,0,0,0,0,0,0,0,1,0,하위(6~9번)
19,송찬의,LG,0.0,2,0,0,0,0,0,1,1,1,0,하위(6~9번)
19,오스틴,LG,0.0,3,0,0,0,0,0,0,0,0,0,하위(6~9번)
19,이영빈,LG,0.0,1,0,0,0,0,0,0,0,1,0,하위(6~9번)
19,전준호,LG,0.0,1,0,0,0,0,0,0,0,1,0,하위(6~9번)
19,정우영,LG,0.0,1,0,0,0,0,0,0,0,1,0,하위(6~9번)
