순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,김영웅,samsung,유격수,38,304.2,1.079,11.69
2,이재현,samsung,유격수,61,483.0,0.762,8.26
3,강민호,samsung,포수,82,520.1,0.703,7.61
4,김지찬,samsung,중견수,78,546.1,0.667,7.23
5,김현준,samsung,우익수,22,123.0,0.633,6.85
6,이성규,samsung,우익수,45,260.1,0.589,6.38
7,전병우,samsung,3루수,24,144.2,0.34,3.68
8,강한울,samsung,3루수,9,41.0,0.338,3.67
9,류지혁,samsung,2루수,40,256.1,0.336,3.64
10,김동진,samsung,2루수,20,83.0,0.313,3.39
11,맥키넌,samsung,1루수,50,423.1,0.288,3.12
12,김재혁,samsung,좌익수,5,23.0,0.274,2.97
13,김호진,samsung,3루수,12,47.0,0.23,2.49
14,김태훈,samsung,우익수,4,20.0,0.199,2.15
15,김성윤,samsung,우익수,9,59.1,0.166,1.8
16,구자욱,samsung,좌익수,71,559.0,0.162,1.75
17,김재상,samsung,2루수,32,205.1,0.153,1.65
18,양우현,samsung,2루수,4,31.0,0.139,1.51
19,안주형,samsung,3루수,2,3.0,0.126,1.36
20,이병헌,samsung,포수,63,297.1,0.094,1.01
21,김영웅,samsung,2루수,7,35.0,0.087,0.94
21,류승민,samsung,우익수,4,7.0,0.087,0.94
23,이성규,samsung,좌익수,7,30.0,0.079,0.85
24,전병우,samsung,1루수,3,18.0,0.068,0.73
25,김재혁,samsung,1루수,4,31.0,0.047,0.51
26,이창용,samsung,1루수,3,22.0,0.046,0.5
27,김성윤,samsung,중견수,21,83.1,0.032,0.34
28,김재상,samsung,3루수,2,3.0,0.031,0.33
29,윤정빈,samsung,우익수,20,133.2,0.025,0.27
30,류지혁,samsung,3루수,24,157.1,0.021,0.23
31,윤정빈,samsung,좌익수,5,23.1,0.017,0.18
32,윤정빈,samsung,1루수,3,8.0,0.016,0.17
33,공민규,samsung,1루수,2,5.0,0.015,0.17
34,김호진,samsung,2루수,1,2.0,0.002,0.02
35,김헌곤,samsung,우익수,33,203.1,-0.013,-0.14
36,김태훈,samsung,좌익수,2,3.2,-0.014,-0.15
37,김재혁,samsung,중견수,6,18.0,-0.018,-0.2
38,김재성,samsung,포수,7,29.0,-0.032,-0.34
39,김재성,samsung,1루수,1,5.0,-0.038,-0.41
40,류지혁,samsung,1루수,6,12.0,-0.042,-0.46
41,김지찬,samsung,2루수,10,14.0,-0.055,-0.6
42,김호진,samsung,유격수,8,23.0,-0.064,-0.69
43,이성규,samsung,1루수,22,85.0,-0.067,-0.73
44,김동진,samsung,3루수,5,16.0,-0.069,-0.74
45,박병호,samsung,1루수,19,150.2,-0.072,-0.78
46,카데나스,samsung,우익수,2,18.0,-0.1,-1.08
47,오재일,samsung,1루수,12,84.2,-0.106,-1.15
48,김현준,samsung,좌익수,2,12.1,-0.109,-1.18
48,김재혁,samsung,우익수,10,22.0,-0.109,-1.18
50,공민규,samsung,3루수,9,33.0,-0.113,-1.22
51,이창용,samsung,3루수,1,4.0,-0.121,-1.31
52,안주형,samsung,유격수,8,32.0,-0.124,-1.35
53,김헌곤,samsung,좌익수,43,187.1,-0.161,-1.74
54,김현준,samsung,중견수,15,49.0,-0.168,-1.83
55,김헌곤,samsung,중견수,4,15.0,-0.182,-1.97
56,이성규,samsung,중견수,24,135.0,-0.211,-2.28
57,김성윤,samsung,좌익수,1,8.0,-0.219,-2.38
58,김영웅,samsung,3루수,50,361.0,-0.23,-2.5
59,맥키넌,samsung,3루수,6,36.2,-0.232,-2.51
60,강한울,samsung,2루수,8,25.0,-0.248,-2.69
61,안주형,samsung,2루수,40,195.0,-0.338,-3.66
73,강한울,samsung,1루수,1,1.0,nan,nan
73,김재윤,samsung,투수,44,46.1,nan,nan
73,최지광,samsung,투수,13,17.2,nan,nan
73,육선엽,samsung,투수,4,6.2,nan,nan
73,김대우,samsung,투수,24,30.0,nan,nan
73,강한울,samsung,유격수,3,3.0,nan,nan
73,김재상,samsung,유격수,1,1.0,nan,nan
73,김호진,samsung,1루수,1,1.0,nan,nan
73,김태훈,samsung,투수,38,36.1,nan,nan
73,이상민,samsung,투수,13,14.0,nan,nan
73,오승환,samsung,투수,41,41.2,nan,nan
