순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,유강남,lotte,포수,50,324.2,0.602,6.53
2,최항,lotte,2루수,37,204.1,0.453,4.91
3,신윤후,lotte,우익수,12,60.0,0.438,4.75
4,황성빈,lotte,좌익수,29,133.0,0.419,4.54
5,김동혁,lotte,중견수,19,42.0,0.202,2.19
6,손성빈,lotte,포수,47,230.0,0.184,2.0
7,윤동희,lotte,중견수,50,395.0,0.17,1.85
8,고승민,lotte,2루수,52,406.1,0.169,1.83
9,노진혁,lotte,3루수,14,81.0,0.157,1.7
10,박승욱,lotte,유격수,62,441.0,0.095,1.03
11,장두성,lotte,중견수,6,16.0,0.086,0.94
12,정대선,lotte,2루수,2,4.0,0.081,0.88
13,김민석,lotte,좌익수,19,122.0,0.063,0.68
14,오선진,lotte,3루수,14,41.2,0.062,0.68
15,이주찬,lotte,유격수,3,5.0,0.061,0.66
16,김민성,lotte,2루수,3,12.0,0.055,0.6
17,정보근,lotte,포수,47,220.1,0.054,0.59
18,손호영,lotte,2루수,18,108.1,0.053,0.57
19,장두성,lotte,우익수,9,14.2,0.039,0.42
20,황성빈,lotte,우익수,2,4.0,0.036,0.39
21,오선진,lotte,유격수,1,2.0,0.03,0.32
22,고승민,lotte,우익수,6,31.0,0.024,0.26
23,레이예스,lotte,중견수,1,2.0,0.021,0.22
24,박승욱,lotte,2루수,18,54.0,0.017,0.18
25,오선진,lotte,2루수,4,17.0,0.009,0.09
26,고승민,lotte,좌익수,13,86.0,0.001,0.01
26,이학주,lotte,3루수,3,5.2,0.001,0.01
28,정훈,lotte,좌익수,1,2.0,-0.001,-0.01
29,김민성,lotte,3루수,29,162.1,-0.007,-0.07
30,정훈,lotte,2루수,2,3.0,-0.009,-0.1
31,김동혁,lotte,우익수,4,7.2,-0.011,-0.12
32,이정훈,lotte,좌익수,1,2.0,-0.014,-0.15
33,이호준,lotte,2루수,1,2.0,-0.026,-0.28
34,최항,lotte,3루수,9,42.0,-0.032,-0.35
35,고승민,lotte,1루수,5,11.0,-0.052,-0.56
36,장두성,lotte,좌익수,5,15.0,-0.053,-0.57
37,최항,lotte,1루수,10,21.1,-0.056,-0.61
38,서동욱,lotte,포수,11,35.0,-0.059,-0.64
39,노진혁,lotte,유격수,17,83.2,-0.062,-0.67
40,김민석,lotte,중견수,3,23.1,-0.072,-0.78
41,정훈,lotte,3루수,13,70.1,-0.074,-0.81
42,노진혁,lotte,1루수,4,19.0,-0.171,-1.85
43,레이예스,lotte,우익수,46,371.2,-0.227,-2.46
44,손호영,lotte,유격수,6,39.0,-0.265,-2.87
45,한동희,lotte,3루수,6,32.1,-0.296,-3.2
46,정훈,lotte,1루수,31,240.0,-0.34,-3.69
47,박승욱,lotte,3루수,27,123.2,-0.346,-3.75
48,레이예스,lotte,좌익수,33,251.2,-0.349,-3.78
49,손호영,lotte,3루수,29,205.2,-0.4,-4.33
50,전준우,lotte,좌익수,24,196.1,-0.416,-4.51
51,윤동희,lotte,우익수,41,322.0,-0.477,-5.16
52,이학주,lotte,유격수,40,238.1,-0.503,-5.44
53,이주찬,lotte,3루수,10,46.1,-0.531,-5.75
54,황성빈,lotte,중견수,46,329.0,-0.549,-5.95
55,나승엽,lotte,1루수,64,519.2,-1.097,-11.89
63,이정훈,lotte,포수,1,1.0,nan,nan
63,이선우,lotte,중견수,2,2.2,nan,nan
63,이호준,lotte,유격수,1,1.0,nan,nan
63,김원중,lotte,투수,34,38.0,nan,nan
63,강성우,lotte,유격수,1,1.0,nan,nan
63,신윤후,lotte,중견수,1,1.0,nan,nan
63,추재현,lotte,좌익수,2,3.0,nan,nan
