순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,박준영,doosan,유격수,54,409.2,0.927,10.0
2,강승호,doosan,2루수,85,685.2,0.859,9.26
3,정수빈,doosan,중견수,92,760.1,0.599,6.46
4,김기연,doosan,포수,51,361.2,0.566,6.11
5,양의지,doosan,포수,55,454.1,0.503,5.42
6,허경민,doosan,3루수,79,635.2,0.467,5.04
7,조수행,doosan,좌익수,63,456.2,0.445,4.79
8,이유찬,doosan,3루수,13,98.0,0.29,3.13
9,이유찬,doosan,2루수,29,104.2,0.26,2.8
10,이유찬,doosan,유격수,11,66.0,0.241,2.6
11,김대한,doosan,우익수,27,116.0,0.224,2.41
12,전민재,doosan,3루수,25,94.0,0.123,1.33
13,강승호,doosan,1루수,29,125.2,0.107,1.16
14,양찬열,doosan,우익수,6,25.0,0.081,0.88
15,안승한,doosan,포수,2,9.1,0.039,0.42
16,조수행,doosan,우익수,14,61.0,0.03,0.33
17,장승현,doosan,포수,9,58.0,0.017,0.18
18,서예일,doosan,유격수,3,5.0,0.016,0.17
19,전민재,doosan,2루수,12,78.0,0.006,0.06
20,이유찬,doosan,중견수,2,3.0,0.005,0.06
21,김태근,doosan,우익수,9,17.2,0.002,0.03
22,이유찬,doosan,좌익수,3,16.0,0.0,0.0
22,전다민,doosan,우익수,1,3.0,0.0,0.0
24,홍성호,doosan,좌익수,1,2.0,-0.001,-0.01
25,홍성호,doosan,1루수,3,5.0,-0.002,-0.03
26,홍성호,doosan,우익수,2,4.0,-0.003,-0.03
27,김태근,doosan,좌익수,6,37.2,-0.015,-0.17
28,이유찬,doosan,우익수,1,6.0,-0.017,-0.19
29,전민재,doosan,유격수,39,247.2,-0.018,-0.2
30,서예일,doosan,3루수,9,34.0,-0.024,-0.26
31,박준영,doosan,3루수,6,16.0,-0.029,-0.31
32,전다민,doosan,좌익수,7,38.2,-0.037,-0.4
33,박민준,doosan,포수,1,1.0,-0.045,-0.48
34,김대한,doosan,중견수,5,10.0,-0.048,-0.52
35,전다민,doosan,중견수,2,3.0,-0.05,-0.54
36,김인태,doosan,우익수,1,6.0,-0.061,-0.66
37,윤준호,doosan,포수,3,9.0,-0.087,-0.94
38,박계범,doosan,2루수,13,24.0,-0.114,-1.23
39,박계범,doosan,유격수,3,19.0,-0.121,-1.3
40,김인태,doosan,좌익수,7,38.0,-0.145,-1.56
41,김태근,doosan,중견수,6,19.0,-0.147,-1.59
42,조수행,doosan,중견수,18,98.0,-0.206,-2.22
43,김대한,doosan,좌익수,19,80.0,-0.253,-2.73
44,박계범,doosan,3루수,10,15.2,-0.287,-3.1
45,김재호,doosan,유격수,25,146.0,-0.494,-5.33
46,양석환,doosan,1루수,89,759.2,-0.587,-6.33
47,김재환,doosan,좌익수,30,224.1,-0.618,-6.67
48,라모스,doosan,우익수,79,654.2,-0.684,-7.38
64,박치국,doosan,투수,35,30.2,nan,nan
64,전민재,doosan,1루수,1,1.0,nan,nan
64,정철원,doosan,투수,20,19.0,nan,nan
64,이교훈,doosan,투수,21,24.1,nan,nan
64,홍건희,doosan,투수,38,37.0,nan,nan
64,최지강,doosan,투수,45,41.1,nan,nan
64,김명신,doosan,투수,30,29.2,nan,nan
64,김민규,doosan,투수,9,14.1,nan,nan
64,김호준,doosan,투수,15,13.1,nan,nan
64,김동주,doosan,투수,14,50.0,nan,nan
64,김민혁,doosan,1루수,1,1.0,nan,nan
64,박계범,doosan,1루수,1,1.0,nan,nan
64,박정수,doosan,투수,27,28.0,nan,nan
64,오명진,doosan,2루수,1,1.0,nan,nan
64,이영하,doosan,투수,43,48.1,nan,nan
