순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,이지영,SSG,포수,70,540.1,1.208,13.0
2,박성한,SSG,유격수,88,740.1,1.073,11.54
3,오태곤,SSG,1루수,44,154.0,0.584,6.28
4,김성현,SSG,3루수,14,94.0,0.366,3.94
5,정준재,SSG,2루수,18,119.2,0.336,3.62
6,최경모,SSG,2루수,20,72.2,0.279,3.0
7,오태곤,SSG,좌익수,9,31.2,0.073,0.79
8,김찬형,SSG,유격수,1,3.0,0.065,0.7
9,박지환,SSG,2루수,36,288.2,0.055,0.59
10,정현승,SSG,좌익수,4,20.0,0.053,0.57
11,강진성,SSG,1루수,2,9.0,0.047,0.51
12,최준우,SSG,3루수,4,6.0,0.044,0.47
13,정준재,SSG,유격수,3,5.2,0.04,0.43
14,강진성,SSG,좌익수,1,3.0,0.027,0.29
14,김창평,SSG,우익수,1,4.0,0.027,0.29
16,오태곤,SSG,3루수,2,5.0,0.013,0.15
17,정준재,SSG,3루수,12,45.2,0.007,0.08
18,김성현,SSG,2루수,14,86.0,0.004,0.04
19,문승원,SSG,투수,33,34.2,0.0,0.0
19,최상민,SSG,우익수,1,3.0,0.0,0.0
21,김찬형,SSG,2루수,2,11.0,-0.003,-0.03
21,정현승,SSG,우익수,7,34.0,-0.003,-0.04
23,최민창,SSG,우익수,3,4.0,-0.011,-0.11
23,추신수,SSG,우익수,6,35.0,-0.011,-0.12
25,오태곤,SSG,중견수,10,42.0,-0.018,-0.19
26,안상현,SSG,2루수,28,176.0,-0.03,-0.32
27,김찬형,SSG,3루수,2,10.0,-0.079,-0.84
28,고명준,SSG,1루수,76,561.0,-0.09,-0.97
29,최경모,SSG,유격수,9,20.0,-0.104,-1.11
30,최경모,SSG,3루수,19,60.0,-0.106,-1.14
31,김민식,SSG,포수,26,184.0,-0.107,-1.15
32,최준우,SSG,2루수,10,47.0,-0.137,-1.47
33,오태곤,SSG,우익수,9,44.0,-0.181,-1.95
34,조형우,SSG,포수,14,76.2,-0.187,-2.02
35,한유섬,SSG,좌익수,3,11.0,-0.212,-2.28
36,전의산,SSG,1루수,13,77.0,-0.267,-2.88
37,김성현,SSG,유격수,7,32.0,-0.304,-3.27
38,최지훈,SSG,중견수,90,757.0,-0.394,-4.24
39,하재훈,SSG,좌익수,25,182.0,-0.416,-4.48
40,최정,SSG,3루수,75,578.1,-0.432,-4.64
41,에레디아,SSG,좌익수,67,549.1,-0.487,-5.24
42,한유섬,SSG,우익수,54,426.0,-0.545,-5.86
43,하재훈,SSG,우익수,38,251.0,-1.879,-20.22
54,최민창,SSG,좌익수,2,3.0,nan,nan
54,한두솔,SSG,투수,38,36.2,nan,nan
54,조병현,SSG,투수,48,46.2,nan,nan
54,이로운,SSG,투수,42,43.0,nan,nan
54,최민창,SSG,중견수,1,1.0,nan,nan
54,최상민,SSG,좌익수,1,1.0,nan,nan
54,하재훈,SSG,중견수,1,1.0,nan,nan
54,고명준,SSG,3루수,1,1.0,nan,nan
54,박민호,SSG,투수,19,22.2,nan,nan
54,안상현,SSG,3루수,1,1.0,nan,nan
