포지션,선수명
투수,시라카와
투수,박정수
투수,홍건희
투수,이병헌
투수,발라조빅
투수,김명신
투수,곽빈
투수,이영하
투수,김호준
투수,최준호
투수,최원준
투수,김유성
투수,김택연
투수,이교훈
포수,양의지
포수,박민준
포수,김기연
내야수,허경민
내야수,전민재
내야수,강승호
내야수,양석환
내야수,이유찬
내야수,박준영
외야수,정수빈
외야수,김재환
외야수,라모스
외야수,조수행
외야수,전다민
