순위,선수명,팀명,포지션,경기수,수비이닝,수비승리기여도,평균대비수비득점기여
1,장성우,KT,포수,76,560.1,1.019,11.03
2,김상수,KT,유격수,73,555.2,0.772,8.36
3,문상철,KT,1루수,52,396.2,0.589,6.38
4,오윤석,KT,2루수,44,294.0,0.484,5.24
5,로하스,KT,좌익수,65,470.1,0.45,4.88
6,신본기,KT,유격수,42,197.1,0.385,4.17
7,정준영,KT,우익수,26,140.1,0.284,3.08
8,조용호,KT,우익수,45,271.0,0.198,2.14
9,김병준,KT,중견수,16,41.0,0.164,1.77
10,이호연,KT,3루수,10,42.0,0.139,1.51
11,홍현빈,KT,좌익수,8,16.2,0.101,1.1
12,황재균,KT,3루수,90,713.0,0.096,1.04
13,장준원,KT,유격수,11,34.0,0.083,0.9
14,천성호,KT,3루수,3,11.0,0.081,0.87
15,심우준,KT,2루수,1,3.0,0.057,0.61
16,안치영,KT,중견수,14,91.0,0.055,0.6
17,박민석,KT,2루수,2,6.0,0.053,0.58
18,강현우,KT,포수,14,62.0,0.045,0.48
19,김준태,KT,포수,18,57.1,0.042,0.46
20,조대현,KT,포수,8,24.0,0.04,0.44
21,권동진,KT,2루수,4,15.1,0.036,0.38
22,로하스,KT,우익수,35,246.2,0.016,0.17
23,장준원,KT,3루수,4,23.0,0.015,0.16
24,송민섭,KT,중견수,2,5.0,0.014,0.15
25,로하스,KT,중견수,6,27.0,0.01,0.11
26,오윤석,KT,1루수,4,6.0,0.006,0.06
26,안치영,KT,좌익수,3,4.0,0.006,0.06
28,정준영,KT,중견수,2,7.0,0.004,0.05
29,문상철,KT,좌익수,1,2.0,0.001,0.01
30,이호연,KT,1루수,1,2.0,-0.001,-0.01
31,박병호,KT,1루수,32,227.1,-0.002,-0.02
32,윤준혁,KT,3루수,4,11.1,-0.027,-0.29
33,안치영,KT,우익수,13,30.0,-0.035,-0.38
34,오윤석,KT,3루수,7,22.0,-0.041,-0.45
34,박경수,KT,2루수,3,3.1,-0.041,-0.45
36,신본기,KT,3루수,5,9.0,-0.05,-0.54
37,정준영,KT,좌익수,5,12.0,-0.054,-0.58
37,김민혁,KT,좌익수,35,233.2,-0.054,-0.59
39,김민혁,KT,우익수,6,18.1,-0.055,-0.6
40,김병준,KT,우익수,4,8.0,-0.056,-0.6
41,김건형,KT,우익수,12,66.0,-0.059,-0.63
42,심우준,KT,유격수,5,36.0,-0.077,-0.84
43,박민석,KT,유격수,4,7.1,-0.084,-0.91
44,권동진,KT,3루수,1,4.0,-0.094,-1.02
45,김상수,KT,2루수,4,19.2,-0.105,-1.14
46,안현민,KT,좌익수,8,40.0,-0.137,-1.48
47,홍현빈,KT,중견수,7,22.0,-0.144,-1.56
48,이호연,KT,2루수,7,14.0,-0.151,-1.63
49,강백호,KT,포수,20,131.2,-0.165,-1.78
49,강백호,KT,우익수,5,24.0,-0.165,-1.79
51,김민혁,KT,중견수,14,105.1,-0.188,-2.04
52,신본기,KT,2루수,22,76.2,-0.242,-2.62
53,홍현빈,KT,우익수,14,27.0,-0.261,-2.83
54,조용호,KT,좌익수,11,52.2,-0.447,-4.84
55,배정대,KT,중견수,63,537.0,-0.642,-6.95
56,오재일,KT,1루수,25,202.1,-0.78,-8.45
57,천성호,KT,2루수,55,403.1,-0.951,-10.3
71,박영현,KT,투수,40,47.1,nan,nan
71,손동현,KT,투수,29,32.1,nan,nan
71,송민섭,KT,우익수,3,4.0,nan,nan
71,강건,KT,투수,4,4.0,nan,nan
71,박시영,KT,투수,24,25.1,nan,nan
71,이선우,KT,투수,6,10.0,nan,nan
71,성재헌,KT,투수,22,25.2,nan,nan
71,김민,KT,투수,42,48.0,nan,nan
71,주권,KT,투수,35,44.1,nan,nan
71,황재균,KT,유격수,4,5.0,nan,nan
71,김병준,KT,좌익수,3,4.0,nan,nan
71,황재균,KT,1루수,1,1.0,nan,nan
71,우규민,KT,투수,25,25.2,nan,nan
