포지션,선수명
투수,김윤하
투수,조영건
투수,주승우
투수,이명종
투수,하영민
투수,헤이수스
투수,양지율
투수,김동혁
투수,김동욱
투수,이종민
투수,김연주
투수,후라도
투수,김성민
포수,김시앙
포수,김재현
내야수,김태진
내야수,김건희
내야수,송성문
내야수,김혜성
내야수,원성준
내야수,고영우
내야수,최주환
내야수,김주형
외야수,이용규
외야수,이주형
외야수,도슨
외야수,이형종
외야수,박주홍
