포지션,선수명
투수,곽도규
투수,임기영
투수,이준영
투수,김사윤
투수,김승현
투수,이형범
투수,네일
투수,황동하
투수,장현식
투수,전상현
투수,양현종
투수,김도현
투수,알드레드
투수,김대유
포수,김태군
포수,한준수
내야수,박찬호
내야수,변우혁
내야수,김선빈
내야수,김도영
내야수,서건창
내야수,홍종표
외야수,박정우
외야수,최원준
외야수,소크라테스
외야수,최형우
외야수,나성범
외야수,이창진
