순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
5,최원준,KIA,0.333,9,3,1,1,0,1,1,0,0,0,6번
6,이우성,KIA,0.323,93,30,3,0,2,11,12,0,19,5,6번
7,김선빈,KIA,0.322,118,38,6,0,3,16,9,2,14,3,6번
8,나성범,KIA,0.200,10,2,0,0,0,0,0,0,3,0,6번
9,이창진,KIA,0.182,11,2,1,0,0,0,3,0,2,1,6번
10,김태군,KIA,-,0,0,0,0,0,0,1,0,0,0,6번
10,김호령,KIA,0.000,3,0,0,0,0,0,0,0,2,0,6번
10,박민,KIA,0.000,1,0,0,0,0,0,0,0,1,0,6번
10,변우혁,KIA,0.000,6,0,0,0,0,0,0,0,5,0,6번
10,예진원,KIA,0.000,1,0,0,0,0,0,0,0,0,0,6번
10,최형우,KIA,-,0,0,0,0,0,0,1,0,0,0,6번
1,소크라테스,KIA,0.357,14,5,1,0,1,2,5,0,3,2,7번
2,이우성,KIA,0.333,3,1,0,0,1,1,1,0,1,0,7번
2,황대인,KIA,0.333,6,2,1,0,0,3,0,0,0,0,7번
4,김선빈,KIA,0.290,69,20,1,0,0,5,9,1,5,3,7번
4,최원준,KIA,0.290,69,20,2,1,1,10,6,0,13,2,7번
6,서건창,KIA,0.262,61,16,4,1,1,6,11,1,10,1,7번
7,변우혁,KIA,0.262,42,11,2,2,1,2,2,0,12,3,7번
8,이창진,KIA,0.219,32,7,0,0,0,2,11,0,7,0,7번
9,예진원,KIA,0.200,5,1,0,0,0,0,0,0,2,1,7번
9,홍종표,KIA,0.200,5,1,0,0,0,1,0,0,2,0,7번
11,한준수,KIA,0.188,16,3,0,0,0,0,1,1,3,0,7번
12,고종욱,KIA,0.167,6,1,0,0,1,3,0,0,1,1,7번
13,김규성,KIA,-,0,0,0,0,0,0,1,0,0,0,7번
13,김도영,KIA,0.000,3,0,0,0,0,0,1,0,0,0,7번
13,김태군,KIA,0.000,1,0,0,0,0,0,0,0,0,0,7번
13,김호령,KIA,0.000,7,0,0,0,0,0,3,0,4,0,7번
1,이창진,KIA,1.000,1,1,0,0,0,0,0,0,0,0,8번
1,최형우,KIA,1.000,2,2,0,0,0,1,0,0,0,0,8번
3,고종욱,KIA,0.500,4,2,0,0,0,1,0,0,1,1,8번
4,서건창,KIA,0.400,5,2,1,0,0,0,0,0,1,0,8번
5,한준수,KIA,0.308,159,49,13,0,4,28,15,1,30,4,8번
6,변우혁,KIA,0.286,7,2,1,0,0,1,0,0,1,1,8번
7,김태군,KIA,0.250,144,36,4,0,5,21,7,6,14,9,8번
7,홍종표,KIA,0.250,12,3,1,0,0,1,1,0,2,0,8번
9,김도영,KIA,0.000,1,0,0,0,0,0,0,0,1,0,8번
9,박민,KIA,0.000,3,0,0,0,0,0,0,0,0,0,8번
9,박찬호,KIA,0.000,1,0,0,0,0,0,0,0,0,0,8번
9,소크라테스,KIA,0.000,2,0,0,0,0,0,0,0,0,0,8번
9,예진원,KIA,0.000,1,0,0,0,0,0,0,0,0,0,8번
9,한승택,KIA,-,0,0,0,0,0,0,1,0,0,0,8번
9,황대인,KIA,0.000,1,0,0,0,0,0,0,0,1,0,8번
1,한준수,KIA,1.0,1,1,0,0,0,0,1,0,0,0,9번
2,김선빈,KIA,0.4,5,2,0,0,0,1,1,0,1,0,9번
2,김태군,KIA,0.4,5,2,0,0,0,3,1,1,0,0,9번
4,고종욱,KIA,0.333,3,1,1,0,0,0,2,0,1,0,9번
4,박정우,KIA,0.333,6,2,0,0,0,0,0,0,1,2,9번
6,박찬호,KIA,0.316,79,25,4,0,0,9,8,0,4,0,9번
7,홍종표,KIA,0.316,38,12,1,2,0,3,2,1,12,0,9번
8,최원준,KIA,0.3,130,39,10,1,3,18,15,3,18,2,9번
9,박민,KIA,0.286,21,6,4,0,0,2,1,0,6,0,9번
9,서건창,KIA,0.286,14,4,1,0,0,3,3,0,3,0,9번
11,김호령,KIA,0.167,6,1,0,0,0,0,1,0,3,0,9번
12,예진원,KIA,0.143,7,1,0,0,0,0,1,0,4,0,9번
13,이창진,KIA,0.091,11,1,1,0,0,0,3,0,6,0,9번
1,변우혁,KIA,1.000,1,1,0,0,0,0,0,0,0,0,상위(1~2번)
2,박정우,KIA,0.667,3,2,2,0,0,1,1,0,0,0,상위(1~2번)
3,김호령,KIA,0.400,10,4,0,0,1,3,1,0,3,0,상위(1~2번)
3,예진원,KIA,0.400,5,2,1,0,0,0,1,0,2,0,상위(1~2번)
5,김도영,KIA,0.353,184,65,8,2,13,32,16,3,35,0,상위(1~2번)
6,김선빈,KIA,0.342,38,13,3,0,2,6,3,1,5,3,상위(1~2번)
7,박민,KIA,0.333,3,1,0,0,0,0,0,0,0,0,상위(1~2번)
8,최원준,KIA,0.321,81,26,4,0,1,8,6,1,13,2,상위(1~2번)
9,이창진,KIA,0.300,60,18,4,0,0,5,14,2,11,3,상위(1~2번)
10,소크라테스,KIA,0.297,74,22,6,0,4,18,12,1,15,0,상위(1~2번)
11,박찬호,KIA,0.293,249,73,11,1,2,24,18,1,25,5,상위(1~2번)
12,서건창,KIA,0.284,67,19,2,0,0,6,16,0,12,1,상위(1~2번)
13,홍종표,KIA,0.250,8,2,0,0,0,1,2,0,4,0,상위(1~2번)
14,고종욱,KIA,0.167,6,1,0,0,0,0,1,0,1,0,상위(1~2번)
15,나성범,KIA,-,0,0,0,0,0,0,1,0,0,0,상위(1~2번)
1,박민,KIA,1.0,1,1,0,0,0,0,0,0,0,0,중심(3~5번)
1,박찬호,KIA,1.0,2,2,1,0,0,1,0,0,0,0,중심(3~5번)
3,김규성,KIA,0.5,2,1,1,0,0,2,1,0,1,0,중심(3~5번)
3,김태군,KIA,0.5,2,1,0,0,0,0,0,0,0,0,중심(3~5번)
3,변우혁,KIA,0.5,8,4,0,0,0,2,1,0,0,0,중심(3~5번)
6,고종욱,KIA,0.4,5,2,1,0,0,0,0,0,0,0,중심(3~5번)
7,김도영,KIA,0.335,161,54,8,2,10,35,26,1,32,2,중심(3~5번)
8,홍종표,KIA,0.333,6,2,1,0,0,1,0,0,1,0,중심(3~5번)
9,이우성,KIA,0.313,182,57,8,1,5,34,20,2,39,6,중심(3~5번)
10,박정우,KIA,0.286,7,2,1,0,0,4,0,0,1,0,중심(3~5번)
11,최형우,KIA,0.285,316,90,20,1,18,83,39,3,62,1,중심(3~5번)
12,나성범,KIA,0.274,219,60,13,1,11,49,27,0,58,6,중심(3~5번)
13,소크라테스,KIA,0.262,172,45,8,1,6,26,11,0,24,3,중심(3~5번)
14,김선빈,KIA,0.25,20,5,1,0,1,4,3,0,1,1,중심(3~5번)
15,이창진,KIA,0.222,9,2,0,0,0,3,4,0,0,0,중심(3~5번)
16,김호령,KIA,0.0,8,0,0,0,0,0,0,0,5,0,중심(3~5번)
16,서건창,KIA,0.0,2,0,0,0,0,0,0,0,0,0,중심(3~5번)
16,최원준,KIA,0.0,2,0,0,0,0,0,1,0,1,0,중심(3~5번)
16,한승택,KIA,0.0,1,0,0,0,0,0,0,0,0,0,중심(3~5번)
16,한준수,KIA,0.0,4,0,0,0,0,0,0,0,2,0,중심(3~5번)
1,최형우,KIA,1.000,2,2,0,0,0,1,1,0,0,0,하위(6~9번)
2,박정우,KIA,0.375,8,3,0,0,0,0,0,0,1,2,하위(6~9번)
3,소크라테스,KIA,0.351,111,39,4,0,8,22,9,2,21,2,하위(6~9번)
4,이우성,KIA,0.323,96,31,3,0,3,12,13,0,20,5,하위(6~9번)
5,홍종표,KIA,0.317,60,19,3,2,0,6,3,1,17,0,하위(6~9번)
6,김선빈,KIA,0.313,192,60,7,0,3,22,19,3,20,6,하위(6~9번)
6,박찬호,KIA,0.313,80,25,4,0,0,9,8,0,4,0,하위(6~9번)
8,고종욱,KIA,0.308,13,4,1,0,1,4,2,0,3,2,하위(6~9번)
9,한준수,KIA,0.301,176,53,13,0,4,28,17,2,33,4,하위(6~9번)
10,최원준,KIA,0.298,208,62,13,3,4,29,22,3,31,4,하위(6~9번)
11,서건창,KIA,0.295,88,26,8,1,1,11,14,1,14,1,하위(6~9번)
12,황대인,KIA,0.286,7,2,1,0,0,3,0,0,1,0,하위(6~9번)
13,김태군,KIA,0.253,150,38,4,0,5,24,9,7,14,9,하위(6~9번)
14,박민,KIA,0.240,25,6,4,0,0,2,1,0,7,0,하위(6~9번)
15,변우혁,KIA,0.236,55,13,3,2,1,3,2,0,18,4,하위(6~9번)
16,나성범,KIA,0.200,10,2,0,0,0,0,0,0,3,0,하위(6~9번)
16,이창진,KIA,0.200,55,11,2,0,0,2,17,0,15,1,하위(6~9번)
18,예진원,KIA,0.143,14,2,0,0,0,0,1,0,6,1,하위(6~9번)
19,김호령,KIA,0.063,16,1,0,0,0,0,4,0,9,0,하위(6~9번)
20,김규성,KIA,-,0,0,0,0,0,0,1,0,0,0,하위(6~9번)
20,김도영,KIA,0.000,4,0,0,0,0,0,1,0,1,0,하위(6~9번)
20,한승택,KIA,-,0,0,0,0,0,0,1,0,0,0,하위(6~9번)
