순위,선수명,팀명,타율,타수,안타,2루타,3루타,홈런,타점,볼넷,사구,삼진,병살타,타순
1,이원석,키움,1.0,1,1,0,0,0,0,0,0,0,0,1번
2,송성문,키움,0.444,27,12,1,1,0,6,4,0,2,0,1번
3,김태진,키움,0.333,3,1,0,0,0,0,0,0,1,0,1번
4,이주형,키움,0.308,146,45,7,2,4,16,18,5,31,1,1번
5,이용규,키움,0.304,92,28,3,0,1,5,14,3,18,1,1번
6,예진원,키움,0.25,4,1,1,0,0,0,0,0,2,0,1번
7,김혜성,키움,0.214,14,3,1,0,1,1,0,0,4,0,1번
8,박수종,키움,0.188,32,6,0,0,0,1,0,0,3,1,1번
9,고영우,키움,0.115,26,3,0,0,0,2,2,0,11,0,1번
10,김재현,키움,0.0,3,0,0,0,0,0,0,0,1,0,1번
10,변상권,키움,0.0,3,0,0,0,0,0,0,0,1,0,1번
10,임병욱,키움,0.0,1,0,0,0,0,0,0,0,0,0,1번
10,임지열,키움,0.0,2,0,0,0,0,0,0,0,1,0,1번
1,예진원,키움,1.000,1,1,0,0,0,0,1,0,0,0,2번
1,임병욱,키움,1.000,1,1,0,0,1,2,0,0,0,0,2번
3,이용규,키움,0.500,4,2,0,0,0,0,1,0,0,0,2번
4,도슨,키움,0.360,325,117,30,2,10,48,32,5,48,9,2번
5,고영우,키움,0.250,4,1,0,0,0,1,0,0,3,0,2번
6,송성문,키움,0.222,18,4,0,0,1,1,1,0,4,0,2번
7,김태진,키움,0.000,1,0,0,0,0,0,0,0,0,0,2번
7,박수종,키움,-,0,0,0,0,0,0,0,1,0,0,2번
7,변상권,키움,0.000,1,0,0,0,0,0,0,0,0,0,2번
1,김건희,키움,0.429,7,3,0,0,1,3,0,0,2,0,3번
2,송성문,키움,0.346,26,9,3,0,0,5,4,0,1,1,3번
3,김혜성,키움,0.345,290,100,18,3,9,49,31,4,23,6,3번
4,고영우,키움,0.333,3,1,0,0,0,0,1,0,1,0,3번
5,김재현,키움,0.000,1,0,0,0,0,0,0,0,0,0,3번
5,김주형,키움,0.000,1,0,0,0,0,0,0,0,1,0,3번
5,박수종,키움,-,0,0,0,0,0,0,0,1,0,0,3번
5,박주홍,키움,0.000,1,0,0,0,0,0,0,0,1,0,3번
5,송지후,키움,0.000,1,0,0,0,0,0,0,0,0,0,3번
5,임지열,키움,0.000,4,0,0,0,0,0,0,0,1,0,3번
1,고영우,키움,1.0,1,1,0,0,0,0,0,0,0,0,4번
2,이원석,키움,0.4,5,2,1,0,0,1,1,0,0,1,4번
3,송성문,키움,0.38,121,46,6,2,2,27,17,0,12,0,4번
4,이주형,키움,0.225,80,18,2,0,3,14,8,1,28,0,4번
5,최주환,키움,0.19,121,23,4,0,4,17,11,2,27,5,4번
6,김웅빈,키움,0.0,2,0,0,0,0,0,0,0,2,0,4번
6,김주형,키움,0.0,1,0,0,0,0,0,0,0,0,0,4번
6,김태진,키움,0.0,1,0,0,0,0,0,0,0,0,0,4번
6,도슨,키움,0.0,1,0,0,0,0,0,0,0,0,0,4번
6,변상권,키움,0.0,3,0,0,0,0,0,0,0,1,0,4번
6,이형종,키움,0.0,3,0,0,0,0,0,0,0,1,0,4번
1,김재현,키움,1.000,1,1,0,0,0,1,0,0,0,0,5번
2,도슨,키움,0.500,2,1,0,0,0,0,0,0,0,0,5번
2,원성준,키움,0.500,6,3,0,0,0,0,0,0,2,0,5번
4,김태진,키움,0.333,3,1,0,0,0,1,1,0,1,0,5번
4,주성원,키움,0.333,3,1,1,0,0,0,0,0,1,0,5번
6,변상권,키움,0.294,17,5,0,0,1,5,0,0,3,1,5번
7,최주환,키움,0.269,119,32,8,0,1,22,7,1,21,4,5번
8,고영우,키움,0.265,34,9,1,0,0,8,3,0,4,0,5번
9,송성문,키움,0.158,19,3,0,0,0,1,1,0,2,0,5번
10,이원석,키움,0.154,39,6,1,0,0,4,7,2,10,0,5번
11,이형종,키움,0.147,34,5,2,0,2,7,5,0,11,0,5번
12,김건희,키움,0.100,10,1,0,0,0,0,1,0,7,1,5번
13,김웅빈,키움,0.000,1,0,0,0,0,1,2,0,1,0,5번
13,박수종,키움,-,0,0,0,0,0,0,1,0,0,0,5번
13,이재상,키움,0.000,1,0,0,0,0,0,0,1,1,0,5번
13,임지열,키움,0.000,7,0,0,0,0,1,0,0,2,0,5번
1,김주형,키움,1.0,1,1,0,0,0,1,0,0,0,0,6번
2,김재현,키움,0.5,4,2,1,0,0,1,0,0,0,0,6번
3,송성문,키움,0.469,32,15,3,0,3,10,5,1,6,0,6번
4,고영우,키움,0.436,39,17,3,0,0,3,9,0,2,2,6번
5,이원석,키움,0.286,21,6,2,0,0,2,3,0,2,1,6번
5,장재영,키움,0.286,7,2,1,0,0,1,0,1,4,0,6번
7,변상권,키움,0.265,34,9,0,0,1,5,4,0,7,1,6번
8,이형종,키움,0.256,39,10,1,0,2,7,11,1,8,0,6번
9,김건희,키움,0.222,9,2,0,0,0,2,0,0,4,1,6번
10,최주환,키움,0.211,19,4,1,0,0,0,1,0,4,0,6번
11,김동헌,키움,0.2,5,1,0,0,0,1,1,1,0,0,6번
12,이용규,키움,0.16,25,4,0,0,0,2,2,0,7,1,6번
13,원성준,키움,0.125,8,1,0,0,0,1,1,0,4,0,6번
14,김태진,키움,0.111,9,1,0,0,0,0,0,0,1,0,6번
15,김웅빈,키움,0.0,3,0,0,0,0,0,0,1,0,0,6번
15,김혜성,키움,0.0,1,0,0,0,0,0,0,0,1,0,6번
15,박주홍,키움,0.0,4,0,0,0,0,0,1,0,1,0,6번
15,예진원,키움,0.0,1,0,0,0,0,0,0,0,0,0,6번
15,이승원,키움,0.0,1,0,0,0,0,0,0,0,0,0,6번
15,임병욱,키움,0.0,1,0,0,0,0,0,0,0,1,0,6번
15,임지열,키움,0.0,6,0,0,0,0,0,0,0,2,0,6번
15,주성원,키움,0.0,5,0,0,0,0,0,0,0,3,0,6번
1,이재상,키움,1.000,1,1,1,0,0,0,1,0,0,0,7번
2,이형종,키움,0.500,4,2,0,0,0,3,0,0,1,0,7번
3,원성준,키움,0.357,14,5,3,0,1,4,1,0,4,0,7번
4,고영우,키움,0.333,27,9,2,0,0,0,3,0,6,0,7번
4,이용규,키움,0.333,12,4,0,1,0,1,4,0,1,0,7번
6,김건희,키움,0.304,23,7,2,0,0,1,1,0,9,2,7번
7,변상권,키움,0.293,41,12,1,0,1,2,4,0,10,1,7번
